"JournalKey","PreparerKey","Source","Date"
5597,5377,"Source 1","2019-08-06T05:00:00.000Z"
5598,10976,"Source 3","2019-07-29T05:00:00.000Z"
5599,8541,"Source 4","2018-08-11T05:00:00.000Z"
5600,6107,"Source 4","2019-08-07T05:00:00.000Z"
5601,7560,"Source 3","2019-01-17T05:00:00.000Z"
5602,10349,"Source 5","2020-08-25T05:00:00.000Z"
5603,2453,"Source 3","2018-08-14T05:00:00.000Z"
5604,5437,"Source 4","2019-11-30T05:00:00.000Z"
5605,9271,"Source 1","2020-08-16T05:00:00.000Z"
5606,11885,"Source 4","2020-05-13T05:00:00.000Z"
5607,1158,"Source 4","2019-06-04T05:00:00.000Z"
5608,8948,"Source 2","2018-01-21T05:00:00.000Z"
5609,7470,"Source 4","2018-12-20T05:00:00.000Z"
5610,10090,"Source 1","2019-05-01T05:00:00.000Z"
5611,9787,"Source 2","2020-06-09T05:00:00.000Z"
5612,11581,"Source 2","2018-12-24T05:00:00.000Z"
5613,8832,"Source 2","2020-12-23T05:00:00.000Z"
5614,1538,"Source 5","2019-05-07T05:00:00.000Z"
5615,10055,"Source 3","2019-12-02T05:00:00.000Z"
5616,1467,"Source 5","2020-05-15T05:00:00.000Z"
5617,9937,"Source 1","2018-10-08T05:00:00.000Z"
5618,4024,"Source 3","2020-09-02T05:00:00.000Z"
5619,10983,"Source 3","2018-06-15T05:00:00.000Z"
5620,11762,"Source 3","2019-11-26T05:00:00.000Z"
5621,3815,"Source 5","2020-12-17T05:00:00.000Z"
5622,7626,"Source 4","2020-01-03T05:00:00.000Z"
5623,2903,"Source 3","2019-12-29T05:00:00.000Z"
5624,3237,"Source 3","2019-01-02T05:00:00.000Z"
5625,7551,"Source 1","2018-06-10T05:00:00.000Z"
5626,4643,"Source 4","2020-07-23T05:00:00.000Z"
5627,4617,"Source 5","2019-01-22T05:00:00.000Z"
5628,1401,"Source 1","2018-07-16T05:00:00.000Z"
5629,8377,"Source 1","2019-12-11T05:00:00.000Z"
5630,1246,"Source 4","2020-09-04T05:00:00.000Z"
5631,8748,"Source 4","2020-03-07T05:00:00.000Z"
5632,1574,"Source 3","2020-07-02T05:00:00.000Z"
5633,9029,"Source 2","2019-06-12T05:00:00.000Z"
5634,7453,"Source 1","2019-01-24T05:00:00.000Z"
5635,3446,"Source 2","2020-02-23T05:00:00.000Z"
5636,10038,"Source 4","2020-07-09T05:00:00.000Z"
5637,269,"Source 3","2020-09-28T05:00:00.000Z"
5638,8972,"Source 1","2020-01-08T05:00:00.000Z"
5639,3982,"Source 2","2019-02-06T05:00:00.000Z"
5640,212,"Source 2","2018-07-17T05:00:00.000Z"
5641,4367,"Source 1","2019-08-05T05:00:00.000Z"
5642,10293,"Source 4","2019-09-10T05:00:00.000Z"
5643,3361,"Source 4","2018-03-15T05:00:00.000Z"
5644,4515,"Source 2","2018-07-14T05:00:00.000Z"
5645,9596,"Source 5","2019-09-08T05:00:00.000Z"
5646,9656,"Source 3","2020-08-20T05:00:00.000Z"
5647,5639,"Source 4","2019-07-14T05:00:00.000Z"
5648,7276,"Source 1","2018-08-30T05:00:00.000Z"
5649,5952,"Source 5","2019-06-25T05:00:00.000Z"
5650,1793,"Source 3","2019-06-18T05:00:00.000Z"
5651,2523,"Source 3","2019-03-17T05:00:00.000Z"
5652,1513,"Source 3","2020-08-15T05:00:00.000Z"
5653,3421,"Source 5","2020-07-29T05:00:00.000Z"
5654,4719,"Source 3","2018-08-25T05:00:00.000Z"
5655,7555,"Source 1","2018-03-05T05:00:00.000Z"
5656,9536,"Source 4","2019-02-11T05:00:00.000Z"
5657,8344,"Source 4","2020-10-05T05:00:00.000Z"
5658,2590,"Source 1","2018-03-12T05:00:00.000Z"
5659,8200,"Source 4","2018-03-12T05:00:00.000Z"
5660,7717,"Source 5","2019-06-03T05:00:00.000Z"
5661,8408,"Source 1","2020-10-21T05:00:00.000Z"
5662,7640,"Source 2","2020-11-16T05:00:00.000Z"
5663,221,"Source 3","2020-11-25T05:00:00.000Z"
5664,885,"Source 3","2018-02-10T05:00:00.000Z"
5665,6949,"Source 2","2020-07-25T05:00:00.000Z"
5666,11869,"Source 5","2018-12-20T05:00:00.000Z"
5667,1443,"Source 1","2019-02-05T05:00:00.000Z"
5668,8930,"Source 2","2018-12-16T05:00:00.000Z"
5669,4447,"Source 2","2019-10-08T05:00:00.000Z"
5670,11940,"Source 2","2018-03-05T05:00:00.000Z"
5671,11007,"Source 5","2018-12-03T05:00:00.000Z"
5672,3390,"Source 2","2018-10-12T05:00:00.000Z"
5673,8080,"Source 4","2018-12-30T05:00:00.000Z"
5674,10761,"Source 2","2020-09-16T05:00:00.000Z"
5675,5975,"Source 3","2020-08-09T05:00:00.000Z"
5676,5020,"Source 5","2020-12-06T05:00:00.000Z"
5677,711,"Source 4","2019-01-16T05:00:00.000Z"
5678,1822,"Source 5","2019-07-19T05:00:00.000Z"
5679,7927,"Source 4","2020-08-06T05:00:00.000Z"
5680,8050,"Source 5","2020-09-08T05:00:00.000Z"
5681,4949,"Source 4","2020-02-26T05:00:00.000Z"
5682,6592,"Source 1","2019-11-25T05:00:00.000Z"
5683,10844,"Source 5","2018-12-17T05:00:00.000Z"
5684,8308,"Source 5","2018-08-30T05:00:00.000Z"
5685,1132,"Source 4","2020-07-16T05:00:00.000Z"
5686,6221,"Source 4","2018-04-10T05:00:00.000Z"
5687,7413,"Source 2","2018-03-15T05:00:00.000Z"
5688,8111,"Source 2","2019-07-21T05:00:00.000Z"
5689,8626,"Source 2","2020-05-28T05:00:00.000Z"
5690,9091,"Source 4","2018-07-08T05:00:00.000Z"
5691,535,"Source 2","2018-04-04T05:00:00.000Z"
5692,4504,"Source 3","2019-01-26T05:00:00.000Z"
5693,11796,"Source 1","2019-11-24T05:00:00.000Z"
5694,2693,"Source 1","2020-09-06T05:00:00.000Z"
5695,4277,"Source 5","2018-11-04T05:00:00.000Z"
5696,743,"Source 4","2020-05-23T05:00:00.000Z"
5697,11209,"Source 3","2018-03-06T05:00:00.000Z"
5698,2359,"Source 2","2018-05-14T05:00:00.000Z"
5699,1089,"Source 4","2020-11-15T05:00:00.000Z"
5700,11875,"Source 3","2018-06-27T05:00:00.000Z"
5701,1011,"Source 1","2018-09-10T05:00:00.000Z"
5702,8450,"Source 3","2018-03-13T05:00:00.000Z"
5703,6604,"Source 5","2019-11-18T05:00:00.000Z"
5704,10566,"Source 2","2019-03-22T05:00:00.000Z"
5705,5130,"Source 3","2020-12-22T05:00:00.000Z"
5706,3460,"Source 1","2020-05-15T05:00:00.000Z"
5707,5176,"Source 2","2018-03-18T05:00:00.000Z"
5708,2630,"Source 1","2018-05-18T05:00:00.000Z"
5709,4796,"Source 3","2020-03-09T05:00:00.000Z"
5710,7228,"Source 4","2020-06-06T05:00:00.000Z"
5711,4994,"Source 3","2018-06-17T05:00:00.000Z"
5712,2467,"Source 5","2018-08-30T05:00:00.000Z"
5713,9978,"Source 3","2020-02-04T05:00:00.000Z"
5714,537,"Source 5","2018-01-20T05:00:00.000Z"
5715,7215,"Source 4","2020-08-20T05:00:00.000Z"
5716,3312,"Source 4","2019-12-02T05:00:00.000Z"
5717,556,"Source 2","2019-05-03T05:00:00.000Z"
5718,11702,"Source 1","2018-03-05T05:00:00.000Z"
5719,4137,"Source 1","2018-08-04T05:00:00.000Z"
5720,9157,"Source 1","2019-09-22T05:00:00.000Z"
5721,7955,"Source 5","2018-12-22T05:00:00.000Z"
5722,8880,"Source 1","2020-07-17T05:00:00.000Z"
5723,2300,"Source 2","2020-04-22T05:00:00.000Z"
5724,2012,"Source 5","2019-01-09T05:00:00.000Z"
5725,1632,"Source 4","2020-03-10T05:00:00.000Z"
5726,5467,"Source 1","2020-07-31T05:00:00.000Z"
5727,2725,"Source 4","2018-05-28T05:00:00.000Z"
5728,8587,"Source 3","2019-11-10T05:00:00.000Z"
5729,5195,"Source 3","2018-03-12T05:00:00.000Z"
5730,10540,"Source 2","2020-10-02T05:00:00.000Z"
5731,7699,"Source 2","2019-08-11T05:00:00.000Z"
5732,1701,"Source 2","2019-06-03T05:00:00.000Z"
5733,9077,"Source 2","2019-02-01T05:00:00.000Z"
5734,8665,"Source 1","2019-09-06T05:00:00.000Z"
5735,5520,"Source 2","2019-01-10T05:00:00.000Z"
5736,10797,"Source 2","2019-07-14T05:00:00.000Z"
5737,7425,"Source 3","2020-01-28T05:00:00.000Z"
5738,1104,"Source 1","2019-05-06T05:00:00.000Z"
5739,10790,"Source 2","2018-10-22T05:00:00.000Z"
5740,2694,"Source 4","2018-08-03T05:00:00.000Z"
5741,804,"Source 4","2018-09-28T05:00:00.000Z"
5742,2562,"Source 3","2020-06-28T05:00:00.000Z"
5743,8273,"Source 2","2019-11-18T05:00:00.000Z"
5744,5271,"Source 2","2020-11-24T05:00:00.000Z"
5745,871,"Source 2","2019-07-02T05:00:00.000Z"
5746,9419,"Source 4","2019-10-19T05:00:00.000Z"
5747,3346,"Source 3","2019-12-30T05:00:00.000Z"
5748,879,"Source 5","2018-09-16T05:00:00.000Z"
5749,6116,"Source 3","2019-10-29T05:00:00.000Z"
5750,9469,"Source 1","2020-04-07T05:00:00.000Z"
5751,11691,"Source 5","2018-08-16T05:00:00.000Z"
5752,5097,"Source 5","2018-11-10T05:00:00.000Z"
5753,6562,"Source 3","2020-03-08T05:00:00.000Z"
5754,6103,"Source 5","2020-12-27T05:00:00.000Z"
5755,11476,"Source 1","2019-03-09T05:00:00.000Z"
5756,4563,"Source 5","2018-12-05T05:00:00.000Z"
5757,9674,"Source 4","2019-10-19T05:00:00.000Z"
5758,5792,"Source 4","2018-07-03T05:00:00.000Z"
5759,8449,"Source 2","2018-07-24T05:00:00.000Z"
5760,6876,"Source 5","2019-08-22T05:00:00.000Z"
5761,2019,"Source 4","2018-06-13T05:00:00.000Z"
5762,1325,"Source 3","2018-03-03T05:00:00.000Z"
5763,1576,"Source 5","2020-01-26T05:00:00.000Z"
5764,8517,"Source 2","2018-07-05T05:00:00.000Z"
5765,3254,"Source 2","2019-06-04T05:00:00.000Z"
5766,5566,"Source 5","2020-04-20T05:00:00.000Z"
5767,9181,"Source 3","2019-06-13T05:00:00.000Z"
5768,5455,"Source 4","2019-10-10T05:00:00.000Z"
5769,2976,"Source 2","2019-04-23T05:00:00.000Z"
5770,11904,"Source 5","2018-08-04T05:00:00.000Z"
5771,5352,"Source 4","2020-02-09T05:00:00.000Z"
5772,10275,"Source 4","2019-07-20T05:00:00.000Z"
5773,8528,"Source 2","2019-08-12T05:00:00.000Z"
5774,1553,"Source 2","2018-03-05T05:00:00.000Z"
5775,4447,"Source 2","2019-04-17T05:00:00.000Z"
5776,5689,"Source 2","2019-09-24T05:00:00.000Z"
5777,8154,"Source 2","2020-11-21T05:00:00.000Z"
5778,736,"Source 3","2018-01-07T05:00:00.000Z"
5779,2995,"Source 2","2019-03-27T05:00:00.000Z"
5780,11060,"Source 1","2018-11-22T05:00:00.000Z"
5781,8890,"Source 3","2018-09-12T05:00:00.000Z"
5782,1895,"Source 1","2019-10-18T05:00:00.000Z"
5783,7317,"Source 2","2018-09-23T05:00:00.000Z"
5784,4698,"Source 5","2018-12-15T05:00:00.000Z"
5785,4526,"Source 5","2019-09-09T05:00:00.000Z"
5786,5275,"Source 2","2019-06-19T05:00:00.000Z"
5787,7794,"Source 4","2019-01-05T05:00:00.000Z"
5788,5177,"Source 4","2018-02-08T05:00:00.000Z"
5789,9713,"Source 5","2018-09-19T05:00:00.000Z"
5790,7111,"Source 1","2018-01-11T05:00:00.000Z"
5791,7206,"Source 1","2019-03-22T05:00:00.000Z"
5792,9338,"Source 2","2019-04-26T05:00:00.000Z"
5793,7976,"Source 1","2018-01-01T05:00:00.000Z"
5794,1467,"Source 2","2018-10-11T05:00:00.000Z"
5795,6248,"Source 3","2019-11-06T05:00:00.000Z"
5796,4723,"Source 1","2019-09-25T05:00:00.000Z"
5797,6669,"Source 5","2020-04-20T05:00:00.000Z"
5798,707,"Source 2","2020-12-05T05:00:00.000Z"
5799,3542,"Source 4","2018-01-05T05:00:00.000Z"
5800,6469,"Source 5","2018-01-28T05:00:00.000Z"
5801,6718,"Source 1","2019-08-16T05:00:00.000Z"
5802,7692,"Source 4","2019-06-18T05:00:00.000Z"
5803,7332,"Source 3","2018-10-20T05:00:00.000Z"
5804,9828,"Source 1","2018-11-17T05:00:00.000Z"
5805,11173,"Source 3","2019-03-14T05:00:00.000Z"
5806,11606,"Source 3","2019-05-13T05:00:00.000Z"
5807,6606,"Source 4","2020-10-24T05:00:00.000Z"
5808,6964,"Source 5","2019-11-23T05:00:00.000Z"
5809,9726,"Source 4","2020-01-26T05:00:00.000Z"
5810,3293,"Source 4","2019-10-03T05:00:00.000Z"
5811,3451,"Source 4","2019-09-04T05:00:00.000Z"
5812,7514,"Source 5","2019-09-05T05:00:00.000Z"
5813,11541,"Source 2","2020-11-21T05:00:00.000Z"
5814,8819,"Source 5","2020-07-05T05:00:00.000Z"
5815,1709,"Source 3","2020-12-06T05:00:00.000Z"
5816,7725,"Source 3","2018-01-04T05:00:00.000Z"
5817,8039,"Source 4","2020-08-04T05:00:00.000Z"
5818,9598,"Source 5","2020-05-22T05:00:00.000Z"
5819,4289,"Source 2","2020-11-10T05:00:00.000Z"
5820,5623,"Source 2","2018-11-27T05:00:00.000Z"
5821,8884,"Source 4","2020-09-17T05:00:00.000Z"
5822,6924,"Source 2","2020-03-31T05:00:00.000Z"
5823,6843,"Source 1","2020-03-06T05:00:00.000Z"
5824,6773,"Source 1","2018-12-17T05:00:00.000Z"
5825,6414,"Source 5","2018-01-02T05:00:00.000Z"
5826,8057,"Source 1","2019-01-25T05:00:00.000Z"
5827,549,"Source 1","2019-01-08T05:00:00.000Z"
5828,5176,"Source 1","2019-12-24T05:00:00.000Z"
5829,11471,"Source 5","2020-05-05T05:00:00.000Z"
5830,1422,"Source 2","2019-11-10T05:00:00.000Z"
5831,3080,"Source 1","2019-12-04T05:00:00.000Z"
5832,5964,"Source 2","2018-04-20T05:00:00.000Z"
5833,4333,"Source 5","2020-02-02T05:00:00.000Z"
5834,263,"Source 3","2020-09-29T05:00:00.000Z"
5835,2516,"Source 1","2020-03-25T05:00:00.000Z"
5836,7983,"Source 1","2019-05-06T05:00:00.000Z"
5837,9585,"Source 3","2020-07-12T05:00:00.000Z"
5838,928,"Source 1","2019-09-06T05:00:00.000Z"
5839,6354,"Source 4","2019-04-03T05:00:00.000Z"
5840,9121,"Source 5","2020-08-29T05:00:00.000Z"
5841,11407,"Source 2","2020-09-09T05:00:00.000Z"
5842,1365,"Source 1","2019-03-11T05:00:00.000Z"
5843,3145,"Source 3","2020-05-02T05:00:00.000Z"
5844,6896,"Source 3","2020-10-03T05:00:00.000Z"
5845,1884,"Source 1","2019-07-16T05:00:00.000Z"
5846,8684,"Source 5","2020-11-26T05:00:00.000Z"
5847,9712,"Source 4","2018-09-03T05:00:00.000Z"
5848,495,"Source 3","2019-02-07T05:00:00.000Z"
5849,2419,"Source 5","2020-04-25T05:00:00.000Z"
5850,6634,"Source 5","2018-05-09T05:00:00.000Z"
5851,7329,"Source 3","2020-11-21T05:00:00.000Z"
5852,5255,"Source 2","2020-09-13T05:00:00.000Z"
5853,1137,"Source 2","2020-04-30T05:00:00.000Z"
5854,854,"Source 1","2019-11-27T05:00:00.000Z"
5855,494,"Source 2","2019-07-26T05:00:00.000Z"
5856,4137,"Source 2","2018-02-07T05:00:00.000Z"
5857,4214,"Source 2","2018-01-07T05:00:00.000Z"
5858,8995,"Source 5","2018-06-24T05:00:00.000Z"
5859,9128,"Source 3","2019-05-28T05:00:00.000Z"
5860,3228,"Source 1","2020-07-11T05:00:00.000Z"
5861,509,"Source 1","2020-02-24T05:00:00.000Z"
5862,10883,"Source 4","2018-09-01T05:00:00.000Z"
5863,3658,"Source 2","2018-07-11T05:00:00.000Z"
5864,4166,"Source 2","2018-01-13T05:00:00.000Z"
5865,5729,"Source 5","2018-01-13T05:00:00.000Z"
5866,6724,"Source 5","2020-01-26T05:00:00.000Z"
5867,9497,"Source 1","2018-11-07T05:00:00.000Z"
5868,11202,"Source 2","2019-08-06T05:00:00.000Z"
5869,2477,"Source 5","2018-02-02T05:00:00.000Z"
5870,10279,"Source 1","2019-07-05T05:00:00.000Z"
5871,5172,"Source 2","2018-03-30T05:00:00.000Z"
5872,11009,"Source 4","2018-04-11T05:00:00.000Z"
5873,810,"Source 3","2020-07-07T05:00:00.000Z"
5874,6638,"Source 1","2018-01-11T05:00:00.000Z"
5875,11471,"Source 4","2020-10-31T05:00:00.000Z"
5876,9283,"Source 2","2019-08-19T05:00:00.000Z"
5877,4123,"Source 2","2020-05-14T05:00:00.000Z"
5878,10594,"Source 2","2019-05-31T05:00:00.000Z"
5879,9762,"Source 1","2020-11-27T05:00:00.000Z"
5880,8870,"Source 4","2020-06-03T05:00:00.000Z"
5881,10473,"Source 1","2020-05-01T05:00:00.000Z"
5882,9479,"Source 2","2018-07-22T05:00:00.000Z"
5883,1146,"Source 3","2020-04-27T05:00:00.000Z"
5884,6010,"Source 4","2020-07-01T05:00:00.000Z"
5885,2254,"Source 2","2019-04-04T05:00:00.000Z"
5886,6489,"Source 2","2018-08-11T05:00:00.000Z"
5887,11046,"Source 1","2019-02-03T05:00:00.000Z"
5888,1974,"Source 2","2019-04-16T05:00:00.000Z"
5889,11957,"Source 1","2019-01-10T05:00:00.000Z"
5890,11600,"Source 2","2020-01-06T05:00:00.000Z"
5891,8867,"Source 1","2020-03-02T05:00:00.000Z"
5892,9805,"Source 2","2018-08-17T05:00:00.000Z"
5893,9633,"Source 1","2018-01-25T05:00:00.000Z"
5894,6564,"Source 2","2020-12-17T05:00:00.000Z"
5895,214,"Source 5","2020-09-26T05:00:00.000Z"
5896,8625,"Source 1","2020-09-15T05:00:00.000Z"
5897,2911,"Source 5","2018-04-25T05:00:00.000Z"
5898,6456,"Source 3","2020-06-21T05:00:00.000Z"
5899,7270,"Source 2","2018-08-04T05:00:00.000Z"
5900,4235,"Source 1","2019-03-27T05:00:00.000Z"
5901,1977,"Source 5","2019-04-08T05:00:00.000Z"
5902,2945,"Source 1","2020-11-21T05:00:00.000Z"
5903,1989,"Source 2","2018-03-05T05:00:00.000Z"
5904,10360,"Source 5","2020-05-08T05:00:00.000Z"
5905,10253,"Source 4","2019-04-26T05:00:00.000Z"
5906,9521,"Source 1","2018-11-09T05:00:00.000Z"
5907,9866,"Source 4","2020-06-14T05:00:00.000Z"
5908,11246,"Source 2","2019-11-25T05:00:00.000Z"
5909,7621,"Source 4","2018-06-02T05:00:00.000Z"
5910,4377,"Source 3","2019-06-02T05:00:00.000Z"
5911,10676,"Source 1","2019-06-26T05:00:00.000Z"
5912,4318,"Source 5","2018-11-23T05:00:00.000Z"
5913,6136,"Source 3","2018-11-25T05:00:00.000Z"
5914,11287,"Source 4","2020-10-31T05:00:00.000Z"
5915,5492,"Source 5","2019-06-08T05:00:00.000Z"
5916,4967,"Source 3","2019-10-02T05:00:00.000Z"
5917,6553,"Source 1","2018-08-01T05:00:00.000Z"
5918,8289,"Source 3","2018-03-16T05:00:00.000Z"
5919,214,"Source 5","2020-01-08T05:00:00.000Z"
5920,4513,"Source 1","2018-12-20T05:00:00.000Z"
5921,1436,"Source 1","2019-07-15T05:00:00.000Z"
5922,10504,"Source 2","2020-06-01T05:00:00.000Z"
5923,10238,"Source 2","2019-10-05T05:00:00.000Z"
5924,7855,"Source 4","2020-05-14T05:00:00.000Z"
5925,2082,"Source 1","2018-12-18T05:00:00.000Z"
5926,8848,"Source 2","2019-04-18T05:00:00.000Z"
5927,3223,"Source 2","2018-10-11T05:00:00.000Z"
5928,2916,"Source 2","2019-01-01T05:00:00.000Z"
5929,1081,"Source 5","2019-07-12T05:00:00.000Z"
5930,7980,"Source 5","2020-08-14T05:00:00.000Z"
5931,10062,"Source 4","2020-05-18T05:00:00.000Z"
5932,4724,"Source 1","2020-05-29T05:00:00.000Z"
5933,10502,"Source 2","2019-03-17T05:00:00.000Z"
5934,2833,"Source 1","2019-10-05T05:00:00.000Z"
5935,8639,"Source 3","2019-08-21T05:00:00.000Z"
5936,612,"Source 3","2019-09-08T05:00:00.000Z"
5937,525,"Source 2","2019-05-13T05:00:00.000Z"
5938,11711,"Source 3","2018-11-07T05:00:00.000Z"
5939,10752,"Source 3","2018-01-21T05:00:00.000Z"
5940,5166,"Source 1","2018-04-14T05:00:00.000Z"
5941,4771,"Source 2","2020-07-06T05:00:00.000Z"
5942,10420,"Source 3","2019-04-26T05:00:00.000Z"
5943,1842,"Source 2","2019-02-28T05:00:00.000Z"
5944,5474,"Source 5","2020-05-06T05:00:00.000Z"
5945,11368,"Source 5","2018-02-05T05:00:00.000Z"
5946,4279,"Source 4","2018-06-09T05:00:00.000Z"
5947,15,"Source 3","2020-04-01T05:00:00.000Z"
5948,5133,"Source 3","2020-08-25T05:00:00.000Z"
5949,8763,"Source 2","2020-06-21T05:00:00.000Z"
5950,8932,"Source 5","2018-10-03T05:00:00.000Z"
5951,4913,"Source 4","2019-01-11T05:00:00.000Z"
5952,11314,"Source 3","2019-08-04T05:00:00.000Z"
5953,6207,"Source 1","2020-06-16T05:00:00.000Z"
5954,4016,"Source 5","2020-12-10T05:00:00.000Z"
5955,11408,"Source 5","2020-05-28T05:00:00.000Z"
5956,3376,"Source 1","2019-09-20T05:00:00.000Z"
5957,4718,"Source 2","2020-08-04T05:00:00.000Z"
5958,361,"Source 5","2020-08-13T05:00:00.000Z"
5959,11941,"Source 3","2019-04-10T05:00:00.000Z"
5960,9491,"Source 4","2020-09-13T05:00:00.000Z"
5961,4085,"Source 4","2018-06-21T05:00:00.000Z"
5962,729,"Source 5","2018-11-09T05:00:00.000Z"
5963,7670,"Source 2","2018-04-18T05:00:00.000Z"
5964,6547,"Source 2","2018-08-12T05:00:00.000Z"
5965,10065,"Source 5","2018-11-26T05:00:00.000Z"
5966,10627,"Source 4","2018-08-30T05:00:00.000Z"
5967,11445,"Source 1","2018-09-12T05:00:00.000Z"
5968,5384,"Source 2","2019-05-11T05:00:00.000Z"
5969,6251,"Source 2","2020-02-18T05:00:00.000Z"
5970,9767,"Source 5","2019-03-05T05:00:00.000Z"
5971,6544,"Source 5","2018-01-24T05:00:00.000Z"
5972,11137,"Source 3","2019-08-30T05:00:00.000Z"
5973,11162,"Source 1","2018-08-06T05:00:00.000Z"
5974,7347,"Source 3","2020-10-23T05:00:00.000Z"
5975,6359,"Source 2","2020-03-18T05:00:00.000Z"
5976,6877,"Source 1","2018-04-23T05:00:00.000Z"
5977,2918,"Source 5","2019-03-19T05:00:00.000Z"
5978,7628,"Source 5","2018-09-14T05:00:00.000Z"
5979,7333,"Source 1","2019-12-01T05:00:00.000Z"
5980,10445,"Source 4","2019-11-18T05:00:00.000Z"
5981,3691,"Source 2","2018-11-12T05:00:00.000Z"
5982,9182,"Source 5","2018-09-01T05:00:00.000Z"
5983,2691,"Source 4","2019-03-06T05:00:00.000Z"
5984,2809,"Source 4","2020-09-24T05:00:00.000Z"
5985,3839,"Source 3","2019-06-12T05:00:00.000Z"
5986,6410,"Source 1","2019-11-09T05:00:00.000Z"
5987,11923,"Source 5","2020-07-24T05:00:00.000Z"
5988,6321,"Source 4","2018-12-26T05:00:00.000Z"
5989,898,"Source 5","2019-11-19T05:00:00.000Z"
5990,5862,"Source 5","2019-09-16T05:00:00.000Z"
5991,8519,"Source 2","2019-07-26T05:00:00.000Z"
5992,7892,"Source 3","2018-08-29T05:00:00.000Z"
5993,11914,"Source 4","2020-05-31T05:00:00.000Z"
5994,8027,"Source 5","2020-12-29T05:00:00.000Z"
5995,11555,"Source 1","2019-07-09T05:00:00.000Z"
5996,4095,"Source 3","2018-08-23T05:00:00.000Z"
5997,175,"Source 5","2020-11-09T05:00:00.000Z"
5998,8047,"Source 2","2019-07-30T05:00:00.000Z"
5999,7727,"Source 3","2019-02-05T05:00:00.000Z"
6000,3732,"Source 1","2020-06-11T05:00:00.000Z"
6001,3110,"Source 4","2019-12-29T05:00:00.000Z"
6002,10058,"Source 3","2020-03-20T05:00:00.000Z"
6003,10454,"Source 3","2018-04-11T05:00:00.000Z"
6004,10635,"Source 1","2018-12-26T05:00:00.000Z"
6005,2116,"Source 4","2019-09-04T05:00:00.000Z"
6006,10982,"Source 3","2018-04-01T05:00:00.000Z"
6007,4221,"Source 4","2018-02-22T05:00:00.000Z"
6008,8345,"Source 5","2020-03-04T05:00:00.000Z"
6009,10728,"Source 5","2019-12-22T05:00:00.000Z"
6010,4206,"Source 1","2019-11-17T05:00:00.000Z"
6011,1814,"Source 1","2019-05-22T05:00:00.000Z"
6012,6150,"Source 3","2019-10-08T05:00:00.000Z"
6013,11252,"Source 5","2018-07-16T05:00:00.000Z"
6014,767,"Source 2","2018-06-07T05:00:00.000Z"
6015,1203,"Source 2","2019-12-10T05:00:00.000Z"
6016,10922,"Source 1","2019-11-02T05:00:00.000Z"
6017,5661,"Source 3","2018-06-08T05:00:00.000Z"
6018,2052,"Source 4","2019-10-12T05:00:00.000Z"
6019,10926,"Source 3","2019-11-22T05:00:00.000Z"
6020,11077,"Source 4","2020-01-29T05:00:00.000Z"
6021,10269,"Source 2","2018-09-23T05:00:00.000Z"
6022,2518,"Source 1","2018-07-03T05:00:00.000Z"
6023,5043,"Source 5","2019-07-21T05:00:00.000Z"
6024,3100,"Source 1","2018-04-26T05:00:00.000Z"
6025,311,"Source 3","2019-12-14T05:00:00.000Z"
6026,4080,"Source 4","2018-08-30T05:00:00.000Z"
6027,11613,"Source 5","2018-10-18T05:00:00.000Z"
6028,11843,"Source 1","2020-06-16T05:00:00.000Z"
6029,10961,"Source 5","2020-03-28T05:00:00.000Z"
6030,6838,"Source 4","2018-12-18T05:00:00.000Z"
6031,7167,"Source 1","2019-01-26T05:00:00.000Z"
6032,9203,"Source 2","2018-04-28T05:00:00.000Z"
6033,3615,"Source 2","2018-03-21T05:00:00.000Z"
6034,2577,"Source 5","2020-06-28T05:00:00.000Z"
6035,908,"Source 4","2019-09-08T05:00:00.000Z"
6036,10334,"Source 5","2019-02-28T05:00:00.000Z"
6037,6202,"Source 4","2020-03-14T05:00:00.000Z"
6038,5526,"Source 3","2018-10-27T05:00:00.000Z"
6039,8761,"Source 2","2019-12-18T05:00:00.000Z"
6040,11072,"Source 4","2020-01-08T05:00:00.000Z"
6041,10783,"Source 3","2018-03-31T05:00:00.000Z"
6042,1739,"Source 5","2020-07-23T05:00:00.000Z"
6043,59,"Source 1","2019-05-30T05:00:00.000Z"
6044,2338,"Source 3","2020-07-21T05:00:00.000Z"
6045,11068,"Source 4","2020-07-19T05:00:00.000Z"
6046,11392,"Source 5","2019-05-15T05:00:00.000Z"
6047,3905,"Source 4","2018-12-25T05:00:00.000Z"
6048,11898,"Source 3","2020-07-31T05:00:00.000Z"
6049,10337,"Source 4","2020-08-23T05:00:00.000Z"
6050,10298,"Source 4","2019-04-28T05:00:00.000Z"
6051,5277,"Source 2","2019-10-09T05:00:00.000Z"
6052,1606,"Source 1","2020-06-30T05:00:00.000Z"
6053,9092,"Source 1","2018-06-09T05:00:00.000Z"
6054,9631,"Source 1","2019-08-17T05:00:00.000Z"
6055,9159,"Source 2","2018-08-11T05:00:00.000Z"
6056,5149,"Source 3","2020-03-12T05:00:00.000Z"
6057,1725,"Source 2","2019-04-18T05:00:00.000Z"
6058,52,"Source 4","2018-08-20T05:00:00.000Z"
6059,6955,"Source 1","2019-11-07T05:00:00.000Z"
6060,2506,"Source 5","2018-10-06T05:00:00.000Z"
6061,6022,"Source 1","2020-07-28T05:00:00.000Z"
6062,5765,"Source 2","2018-03-04T05:00:00.000Z"
6063,5629,"Source 1","2019-12-04T05:00:00.000Z"
