ProjectKey,Name,CustomerKey,Description,Status,StartDate,EndDate
10173,Project name 10173,4180,Grooming products,Active,2020-04-17T05:00:00.000Z,2020-07-24T05:00:00.000Z
10174,Project name 10174,1433,Tomato sauce,Presales,2020-11-26T05:00:00.000Z,2021-03-02T05:00:00.000Z
10175,Project name 10175,494,Housewares,Presales,2020-10-20T05:00:00.000Z,2020-10-22T05:00:00.000Z
10176,Project name 10176,1066,Meat,Closed,2019-02-19T05:00:00.000Z,2019-04-08T05:00:00.000Z
10177,Project name 10177,788,Tea,Closed,2019-04-24T05:00:00.000Z,2019-11-21T05:00:00.000Z
10178,Project name 10178,176,Dairy,Active,2020-05-14T05:00:00.000Z,2020-09-19T05:00:00.000Z
10179,Project name 10179,1873,Pasta,Closed,2018-07-19T05:00:00.000Z,2019-01-15T05:00:00.000Z
10180,Project name 10180,2953,Toys,Presales,2020-07-03T05:00:00.000Z,2020-11-21T05:00:00.000Z
10181,Project name 10181,1117,Vegetables,Presales,2020-08-19T05:00:00.000Z,2020-11-18T05:00:00.000Z
10182,Project name 10182,3995,Dishware,Active,2019-10-28T05:00:00.000Z,2019-11-21T05:00:00.000Z
10183,Project name 10183,4801,Frozen foods,Closed,2019-06-27T05:00:00.000Z,2020-01-26T05:00:00.000Z
10184,Project name 10184,4134,Chicken,Closed,2019-10-02T05:00:00.000Z,2020-03-07T05:00:00.000Z
10185,Project name 10185,40,Chicken,Cancelled,2018-03-24T05:00:00.000Z,2018-04-04T05:00:00.000Z
10186,Project name 10186,2364,Paper Goods,Presales,2020-11-07T05:00:00.000Z,2020-11-07T05:00:00.000Z
10187,Project name 10187,2325,Personal hygiene,Closed,2018-06-02T05:00:00.000Z,2018-10-25T05:00:00.000Z
10188,Project name 10188,4430,Diet foods,Presales,2020-08-18T05:00:00.000Z,2020-11-26T05:00:00.000Z
10189,Project name 10189,2308,Coffee,Cancelled,2019-01-02T05:00:00.000Z,2019-06-04T05:00:00.000Z
10190,Project name 10190,431,Toys,Active,2020-08-27T05:00:00.000Z,2021-02-07T05:00:00.000Z
10191,Project name 10191,1779,Sauces,Presales,2020-10-31T05:00:00.000Z,2020-11-28T05:00:00.000Z
10192,Project name 10192,2069,Sauces,Closed,2018-01-18T05:00:00.000Z,2018-07-24T05:00:00.000Z
10193,Project name 10193,1369,Personal hygiene,Presales,2020-11-26T05:00:00.000Z,2021-05-15T05:00:00.000Z
10194,Project name 10194,2852,Snack foods,Presales,2020-11-16T05:00:00.000Z,2021-01-25T05:00:00.000Z
10195,Project name 10195,4299,Eggs,Cancelled,2020-08-20T05:00:00.000Z,2021-03-04T05:00:00.000Z
10196,Project name 10196,919,Eggs,Active,2020-07-04T05:00:00.000Z,2020-11-03T05:00:00.000Z
10197,Project name 10197,103,Housewares,Presales,2020-11-22T05:00:00.000Z,2021-04-21T05:00:00.000Z
10198,Project name 10198,992,Tea,Cancelled,2020-06-27T05:00:00.000Z,2021-01-18T05:00:00.000Z
10199,Project name 10199,111,Personal Care,Active,2020-04-23T05:00:00.000Z,2020-09-05T05:00:00.000Z
10200,Project name 10200,3884,White rice,Active,2020-09-26T05:00:00.000Z,2021-03-07T05:00:00.000Z
10201,Project name 10201,2234,Tomato sauce,Closed,2019-07-06T05:00:00.000Z,2019-12-19T05:00:00.000Z
10202,Project name 10202,403,Nonalcoholic beverages,Cancelled,2020-12-07T05:00:00.000Z,2021-05-25T05:00:00.000Z
10203,Project name 10203,3439,Canned Goods,Closed,2018-12-27T05:00:00.000Z,2019-06-16T05:00:00.000Z
10204,Project name 10204,3789,Condiments,Cancelled,2019-12-28T05:00:00.000Z,2020-03-20T05:00:00.000Z
10205,Project name 10205,2291,Bakery products,Closed,2020-04-03T05:00:00.000Z,2020-06-11T05:00:00.000Z
10206,Project name 10206,597,Bottled waters,Presales,2020-11-04T05:00:00.000Z,2021-01-19T05:00:00.000Z
10207,Project name 10207,4516,Toys,Active,2020-07-10T05:00:00.000Z,2020-09-12T05:00:00.000Z
10208,Project name 10208,4571,Seafood,Cancelled,2019-04-16T05:00:00.000Z,2019-11-17T05:00:00.000Z
10209,Project name 10209,3814,Meat,Cancelled,2019-06-13T05:00:00.000Z,2019-11-23T05:00:00.000Z
10210,Project name 10210,3549,Bread,Cancelled,2018-07-11T05:00:00.000Z,2018-12-29T05:00:00.000Z
10211,Project name 10211,2239,Nonalcoholic beverages,Presales,2020-08-29T05:00:00.000Z,2020-12-09T05:00:00.000Z
10212,Project name 10212,4220,Baby food,Cancelled,2020-05-24T05:00:00.000Z,2020-07-12T05:00:00.000Z
10213,Project name 10213,2374,Detergents,Closed,2018-07-23T05:00:00.000Z,2018-10-31T05:00:00.000Z
10214,Project name 10214,2628,Cheese,Active,2020-03-13T05:00:00.000Z,2020-03-31T05:00:00.000Z
10215,Project name 10215,4043,Cereals,Closed,2019-09-02T05:00:00.000Z,2019-09-08T05:00:00.000Z
10216,Project name 10216,3558,Nonalcoholic beverages,Presales,2020-07-15T05:00:00.000Z,2020-08-27T05:00:00.000Z
10217,Project name 10217,4007,Dairy,Cancelled,2019-06-23T05:00:00.000Z,2019-08-30T05:00:00.000Z
10218,Project name 10218,2980,Alcoholic beverages,Active,2020-10-13T05:00:00.000Z,2020-11-29T05:00:00.000Z
10219,Project name 10219,763,Pet foods,Presales,2020-10-07T05:00:00.000Z,2020-12-01T05:00:00.000Z
10220,Project name 10220,1713,Grooming products,Presales,2020-07-10T05:00:00.000Z,2020-07-24T05:00:00.000Z
10221,Project name 10221,4483,Housewares,Cancelled,2018-03-30T05:00:00.000Z,2018-10-03T05:00:00.000Z
10222,Project name 10222,3832,Bread,Presales,2020-08-02T05:00:00.000Z,2021-03-05T05:00:00.000Z
10223,Project name 10223,3497,Bread,Presales,2020-08-26T05:00:00.000Z,2021-02-12T05:00:00.000Z
10224,Project name 10224,1565,Cosmetics,Active,2020-03-20T05:00:00.000Z,2020-06-18T05:00:00.000Z
10225,Project name 10225,600,Flour,Active,2020-05-04T05:00:00.000Z,2020-09-10T05:00:00.000Z
10226,Project name 10226,1344,Fish,Closed,2018-04-01T05:00:00.000Z,2018-08-28T05:00:00.000Z
10227,Project name 10227,1875,Dry Goods,Presales,2020-07-06T05:00:00.000Z,2020-09-22T05:00:00.000Z
10228,Project name 10228,2218,Mustard,Cancelled,2019-05-29T05:00:00.000Z,2019-09-16T05:00:00.000Z
10229,Project name 10229,3697,Baby food,Closed,2020-03-24T05:00:00.000Z,2020-10-28T05:00:00.000Z
10230,Project name 10230,4843,Salmon,Presales,2020-09-11T05:00:00.000Z,2020-12-12T05:00:00.000Z
10231,Project name 10231,4174,Alcoholic beverages,Active,2020-11-10T05:00:00.000Z,2021-01-09T05:00:00.000Z
10232,Project name 10232,3958,Frozen foods,Presales,2020-11-19T05:00:00.000Z,2020-11-25T05:00:00.000Z
10233,Project name 10233,2971,Decorations,Cancelled,2019-06-18T05:00:00.000Z,2019-10-02T05:00:00.000Z
10234,Project name 10234,596,Personal hygiene,Cancelled,2020-12-07T05:00:00.000Z,2021-03-20T05:00:00.000Z
10235,Project name 10235,3739,Cheese,Closed,2020-03-09T05:00:00.000Z,2020-07-28T05:00:00.000Z
10236,Project name 10236,2209,Grooming products,Closed,2018-02-03T05:00:00.000Z,2018-08-13T05:00:00.000Z
10237,Project name 10237,3909,Tomato sauce,Cancelled,2018-06-11T05:00:00.000Z,2018-07-21T05:00:00.000Z
10238,Project name 10238,276,Meat,Cancelled,2020-11-24T05:00:00.000Z,2021-06-11T05:00:00.000Z
10239,Project name 10239,2519,Meat,Closed,2018-10-13T05:00:00.000Z,2018-10-23T05:00:00.000Z
10240,Project name 10240,1313,Medicines,Closed,2020-01-22T05:00:00.000Z,2020-02-24T05:00:00.000Z
10241,Project name 10241,205,Salmon,Presales,2020-12-02T05:00:00.000Z,2021-02-09T05:00:00.000Z
10242,Project name 10242,4416,Baby-care,Presales,2020-07-16T05:00:00.000Z,2020-08-18T05:00:00.000Z
10243,Project name 10243,1222,Flowers,Cancelled,2019-09-06T05:00:00.000Z,2020-01-22T05:00:00.000Z
10244,Project name 10244,3145,Detergents,Cancelled,2019-02-15T05:00:00.000Z,2019-04-02T05:00:00.000Z
10245,Project name 10245,3960,Fish,Cancelled,2020-05-02T05:00:00.000Z,2020-10-07T05:00:00.000Z
10246,Project name 10246,3976,Dry Goods,Closed,2018-12-28T05:00:00.000Z,2019-04-13T05:00:00.000Z
10247,Project name 10247,110,Personal hygiene,Closed,2019-06-15T05:00:00.000Z,2019-10-28T05:00:00.000Z
10248,Project name 10248,4837,Cosmetics,Presales,2020-08-25T05:00:00.000Z,2020-10-12T05:00:00.000Z
10249,Project name 10249,1352,Coffee,Active,2020-03-18T05:00:00.000Z,2020-07-04T05:00:00.000Z
10250,Project name 10250,501,Fruits,Presales,2020-08-14T05:00:00.000Z,2020-10-31T05:00:00.000Z
10251,Project name 10251,2304,Housewares,Presales,2020-12-04T05:00:00.000Z,2021-02-21T05:00:00.000Z
10252,Project name 10252,3960,Poultry,Closed,2020-03-13T05:00:00.000Z,2020-05-22T05:00:00.000Z
10253,Project name 10253,190,Diet foods,Active,2019-11-03T05:00:00.000Z,2020-02-16T05:00:00.000Z
10254,Project name 10254,826,Sweets,Active,2020-02-13T05:00:00.000Z,2020-08-08T05:00:00.000Z
10255,Project name 10255,3769,Tomato sauce,Presales,2020-12-18T05:00:00.000Z,2021-01-21T05:00:00.000Z
10256,Project name 10256,1512,Decorations,Closed,2018-11-28T05:00:00.000Z,2019-04-22T05:00:00.000Z
10257,Project name 10257,1836,Baby food,Closed,2019-01-18T05:00:00.000Z,2019-04-12T05:00:00.000Z
10258,Project name 10258,1558,Cosmetics,Active,2020-07-04T05:00:00.000Z,2020-10-02T05:00:00.000Z
10259,Project name 10259,3427,Mustard,Closed,2019-08-02T05:00:00.000Z,2020-02-21T05:00:00.000Z
10260,Project name 10260,3286,Personal hygiene,Active,2020-08-04T05:00:00.000Z,2020-12-18T05:00:00.000Z
10261,Project name 10261,1454,Seafood,Presales,2020-08-14T05:00:00.000Z,2020-10-12T05:00:00.000Z
10262,Project name 10262,1746,White rice,Cancelled,2019-01-22T05:00:00.000Z,2019-05-11T05:00:00.000Z
10263,Project name 10263,1374,Brown rice,Cancelled,2020-06-20T05:00:00.000Z,2020-11-11T05:00:00.000Z
10264,Project name 10264,2209,Cheese,Cancelled,2019-12-28T05:00:00.000Z,2020-04-30T05:00:00.000Z
10265,Project name 10265,3454,Detergents,Cancelled,2019-07-29T05:00:00.000Z,2019-10-02T05:00:00.000Z
10266,Project name 10266,918,Nonalcoholic beverages,Active,2020-07-19T05:00:00.000Z,2020-11-25T05:00:00.000Z
10267,Project name 10267,174,Seafood,Presales,2020-07-10T05:00:00.000Z,2020-08-22T05:00:00.000Z
10268,Project name 10268,2846,Personal Care,Presales,2020-11-03T05:00:00.000Z,2020-12-11T05:00:00.000Z
10269,Project name 10269,2447,Frozen foods,Closed,2020-03-13T05:00:00.000Z,2020-06-24T05:00:00.000Z
10270,Project name 10270,36,Frozen foods,Cancelled,2020-04-19T05:00:00.000Z,2020-09-17T05:00:00.000Z
10271,Project name 10271,3194,Cosmetics,Presales,2020-10-15T05:00:00.000Z,2021-02-25T05:00:00.000Z
10272,Project name 10272,3,Dry Goods,Active,2020-02-19T05:00:00.000Z,2020-09-24T05:00:00.000Z
10273,Project name 10273,1186,Personal hygiene,Cancelled,2019-02-22T05:00:00.000Z,2019-03-25T05:00:00.000Z
10274,Project name 10274,3266,Tomato sauce,Presales,2020-10-30T05:00:00.000Z,2021-02-15T05:00:00.000Z
10275,Project name 10275,965,Flour,Presales,2020-09-24T05:00:00.000Z,2021-04-06T05:00:00.000Z
10276,Project name 10276,2586,Nonalcoholic beverages,Active,2020-10-31T05:00:00.000Z,2020-12-13T05:00:00.000Z
10277,Project name 10277,3387,Brown rice,Closed,2018-11-24T05:00:00.000Z,2019-02-04T05:00:00.000Z
10278,Project name 10278,4175,Alcoholic beverages,Presales,2020-10-20T05:00:00.000Z,2021-03-07T05:00:00.000Z
10279,Project name 10279,4463,Olive oil,Presales,2020-09-01T05:00:00.000Z,2021-01-25T05:00:00.000Z
10280,Project name 10280,3946,Fruits,Active,2020-07-27T05:00:00.000Z,2020-09-21T05:00:00.000Z
10281,Project name 10281,1327,Canned Goods,Cancelled,2018-09-20T05:00:00.000Z,2019-04-08T05:00:00.000Z
10282,Project name 10282,3515,Bottled waters,Closed,2019-04-27T05:00:00.000Z,2019-08-11T05:00:00.000Z
10283,Project name 10283,827,Eggs,Cancelled,2018-01-19T05:00:00.000Z,2018-08-12T05:00:00.000Z
10284,Project name 10284,75,House-cleaning products,Cancelled,2020-10-06T05:00:00.000Z,2021-02-04T05:00:00.000Z
10285,Project name 10285,4795,Baby-care,Closed,2019-11-18T05:00:00.000Z,2020-01-19T05:00:00.000Z
10286,Project name 10286,3227,Dishware,Active,2020-08-16T05:00:00.000Z,2021-03-20T05:00:00.000Z
10287,Project name 10287,490,Pasta,Cancelled,2020-09-04T05:00:00.000Z,2020-10-27T05:00:00.000Z
10288,Project name 10288,1873,House-cleaning products,Presales,2020-12-08T05:00:00.000Z,2021-01-07T05:00:00.000Z
10289,Project name 10289,266,Coffee,Active,2019-10-30T05:00:00.000Z,2020-02-21T05:00:00.000Z
10290,Project name 10290,3867,Poultry,Presales,2020-10-13T05:00:00.000Z,2020-11-13T05:00:00.000Z
10291,Project name 10291,2180,Personal Care,Cancelled,2019-04-20T05:00:00.000Z,2019-06-14T05:00:00.000Z
10292,Project name 10292,4436,Coffee,Presales,2020-08-11T05:00:00.000Z,2021-03-02T05:00:00.000Z
10293,Project name 10293,502,Mustard,Cancelled,2019-01-01T05:00:00.000Z,2019-03-06T05:00:00.000Z
10294,Project name 10294,2955,Vegetables,Presales,2020-06-26T05:00:00.000Z,2020-09-11T05:00:00.000Z
10295,Project name 10295,4783,Alcoholic beverages,Active,2020-08-21T05:00:00.000Z,2021-01-17T05:00:00.000Z
10296,Project name 10296,2440,Brown rice,Active,2020-05-30T05:00:00.000Z,2020-06-23T05:00:00.000Z
10297,Project name 10297,4701,Dishware,Cancelled,2018-08-20T05:00:00.000Z,2018-11-23T05:00:00.000Z
10298,Project name 10298,2353,Bakery products,Active,2020-04-03T05:00:00.000Z,2020-06-11T05:00:00.000Z
10299,Project name 10299,290,Canned Goods,Closed,2018-02-16T05:00:00.000Z,2018-07-25T05:00:00.000Z
10300,Project name 10300,1880,Flowers,Closed,2019-02-02T05:00:00.000Z,2019-06-29T05:00:00.000Z
10301,Project name 10301,1671,Condiments,Closed,2019-05-01T05:00:00.000Z,2019-11-25T05:00:00.000Z
10302,Project name 10302,4057,Tomato sauce,Closed,2020-01-11T05:00:00.000Z,2020-07-02T05:00:00.000Z
10303,Project name 10303,3359,Cosmetics,Presales,2020-08-17T05:00:00.000Z,2021-02-17T05:00:00.000Z
10304,Project name 10304,2519,Coffee,Presales,2020-11-12T05:00:00.000Z,2020-11-28T05:00:00.000Z
10305,Project name 10305,1318,Sweets,Closed,2019-08-20T05:00:00.000Z,2019-12-12T05:00:00.000Z
10306,Project name 10306,3362,Dishware,Closed,2019-07-31T05:00:00.000Z,2019-10-15T05:00:00.000Z
10307,Project name 10307,1125,House-cleaning products,Presales,2020-09-21T05:00:00.000Z,2021-02-22T05:00:00.000Z
10308,Project name 10308,542,Toys,Active,2020-08-27T05:00:00.000Z,2021-02-16T05:00:00.000Z
10309,Project name 10309,563,Toys,Active,2020-08-26T05:00:00.000Z,2021-03-10T05:00:00.000Z
10310,Project name 10310,3551,Pet foods,Presales,2020-12-16T05:00:00.000Z,2021-02-21T05:00:00.000Z
10311,Project name 10311,1521,Fish,Cancelled,2020-11-06T05:00:00.000Z,2020-12-01T05:00:00.000Z
10312,Project name 10312,1198,Flour,Closed,2018-11-14T05:00:00.000Z,2019-04-30T05:00:00.000Z
10313,Project name 10313,4336,Fish,Active,2020-11-28T05:00:00.000Z,2021-05-25T05:00:00.000Z
10314,Project name 10314,3085,Bottled waters,Active,2020-01-07T05:00:00.000Z,2020-02-02T05:00:00.000Z
10315,Project name 10315,4234,Dry Goods,Presales,2020-09-28T05:00:00.000Z,2021-02-09T05:00:00.000Z
10316,Project name 10316,818,Bread,Cancelled,2018-06-30T05:00:00.000Z,2018-12-28T05:00:00.000Z
10317,Project name 10317,1644,Chicken,Cancelled,2018-04-24T05:00:00.000Z,2018-08-21T05:00:00.000Z
10318,Project name 10318,4205,Seafood,Cancelled,2020-07-17T05:00:00.000Z,2020-09-20T05:00:00.000Z
10319,Project name 10319,3243,Grooming products,Cancelled,2020-03-05T05:00:00.000Z,2020-06-19T05:00:00.000Z
10320,Project name 10320,2656,Condiments,Closed,2019-06-08T05:00:00.000Z,2019-09-06T05:00:00.000Z
10321,Project name 10321,3768,Alcoholic beverages,Active,2019-12-26T05:00:00.000Z,2020-05-12T05:00:00.000Z
10322,Project name 10322,3871,Housewares,Cancelled,2019-10-06T05:00:00.000Z,2020-03-04T05:00:00.000Z
10323,Project name 10323,516,Frozen foods,Active,2020-03-07T05:00:00.000Z,2020-03-20T05:00:00.000Z
10324,Project name 10324,1539,House-cleaning products,Cancelled,2020-06-21T05:00:00.000Z,2021-01-04T05:00:00.000Z
10325,Project name 10325,1693,Tea,Cancelled,2019-09-23T05:00:00.000Z,2020-01-31T05:00:00.000Z
10326,Project name 10326,1133,Flour,Presales,2020-10-03T05:00:00.000Z,2021-02-28T05:00:00.000Z
10327,Project name 10327,587,Poultry,Presales,2020-11-07T05:00:00.000Z,2021-06-04T05:00:00.000Z
10328,Project name 10328,370,Brown rice,Closed,2019-10-23T05:00:00.000Z,2019-11-08T05:00:00.000Z
10329,Project name 10329,387,Chicken,Cancelled,2018-04-19T05:00:00.000Z,2018-10-21T05:00:00.000Z
10330,Project name 10330,4190,Dry Goods,Closed,2018-05-31T05:00:00.000Z,2018-10-12T05:00:00.000Z
10331,Project name 10331,3784,Cosmetics,Closed,2018-10-23T05:00:00.000Z,2019-05-05T05:00:00.000Z
10332,Project name 10332,899,Baby-care,Active,2020-03-24T05:00:00.000Z,2020-04-12T05:00:00.000Z
10333,Project name 10333,3760,Alcoholic beverages,Presales,2020-08-26T05:00:00.000Z,2020-12-28T05:00:00.000Z
10334,Project name 10334,1786,Cheese,Presales,2020-12-04T05:00:00.000Z,2021-01-28T05:00:00.000Z
10335,Project name 10335,2514,Bakery products,Active,2020-09-09T05:00:00.000Z,2021-03-26T05:00:00.000Z
10336,Project name 10336,1538,Flour,Presales,2020-07-02T05:00:00.000Z,2021-01-22T05:00:00.000Z
10337,Project name 10337,2830,Dry Goods,Presales,2020-07-09T05:00:00.000Z,2020-11-02T05:00:00.000Z
10338,Project name 10338,4873,Fruits,Presales,2020-10-31T05:00:00.000Z,2021-04-13T05:00:00.000Z
10339,Project name 10339,3585,Canned Goods,Active,2019-12-30T05:00:00.000Z,2020-05-26T05:00:00.000Z
10340,Project name 10340,3675,Fruits,Presales,2020-12-13T05:00:00.000Z,2021-05-08T05:00:00.000Z
10341,Project name 10341,1845,Hygiene products,Cancelled,2019-01-14T05:00:00.000Z,2019-07-18T05:00:00.000Z
10342,Project name 10342,337,Poultry,Cancelled,2020-03-13T05:00:00.000Z,2020-07-30T05:00:00.000Z
10343,Project name 10343,3591,Diet foods,Closed,2019-02-17T05:00:00.000Z,2019-04-06T05:00:00.000Z
10344,Project name 10344,4937,Tomato sauce,Presales,2020-09-12T05:00:00.000Z,2021-01-13T05:00:00.000Z
10345,Project name 10345,1328,House-cleaning products,Cancelled,2019-06-08T05:00:00.000Z,2019-07-19T05:00:00.000Z
10346,Project name 10346,2426,Dry Goods,Active,2020-03-13T05:00:00.000Z,2020-09-29T05:00:00.000Z
10347,Project name 10347,2099,Hygiene products,Presales,2020-09-22T05:00:00.000Z,2020-11-24T05:00:00.000Z
10348,Project name 10348,966,Fruits,Presales,2020-11-27T05:00:00.000Z,2021-04-18T05:00:00.000Z
10349,Project name 10349,3320,Decorations,Cancelled,2020-12-08T05:00:00.000Z,2021-05-18T05:00:00.000Z
10350,Project name 10350,688,Sweets,Cancelled,2019-02-03T05:00:00.000Z,2019-05-18T05:00:00.000Z
10351,Project name 10351,2114,Pet foods,Presales,2020-11-25T05:00:00.000Z,2020-12-25T05:00:00.000Z
10352,Project name 10352,390,Coffee,Active,2019-12-23T05:00:00.000Z,2020-03-30T05:00:00.000Z
10353,Project name 10353,3876,Dairy,Cancelled,2018-06-11T05:00:00.000Z,2018-07-04T05:00:00.000Z
10354,Project name 10354,3840,Meat,Active,2020-03-04T05:00:00.000Z,2020-05-05T05:00:00.000Z
10355,Project name 10355,979,House-cleaning products,Closed,2020-03-31T05:00:00.000Z,2020-08-05T05:00:00.000Z
10356,Project name 10356,2652,Medicines,Cancelled,2019-09-12T05:00:00.000Z,2020-03-18T05:00:00.000Z
10357,Project name 10357,2775,Dishware,Presales,2020-06-22T05:00:00.000Z,2020-07-21T05:00:00.000Z
10358,Project name 10358,133,Decorations,Cancelled,2020-03-12T05:00:00.000Z,2020-07-27T05:00:00.000Z
10359,Project name 10359,2512,Cheese,Active,2020-10-19T05:00:00.000Z,2021-01-02T05:00:00.000Z
10360,Project name 10360,4216,Toys,Cancelled,2020-09-01T05:00:00.000Z,2020-10-06T05:00:00.000Z
10361,Project name 10361,72,Dry Goods,Closed,2020-02-11T05:00:00.000Z,2020-03-11T05:00:00.000Z
10362,Project name 10362,4141,Cosmetics,Cancelled,2018-09-29T05:00:00.000Z,2018-12-03T05:00:00.000Z
10363,Project name 10363,3583,Pasta,Closed,2020-03-11T05:00:00.000Z,2020-08-09T05:00:00.000Z
10364,Project name 10364,1433,Vegetables,Active,2019-12-11T05:00:00.000Z,2020-03-29T05:00:00.000Z
10365,Project name 10365,332,Frozen foods,Presales,2020-08-13T05:00:00.000Z,2020-09-08T05:00:00.000Z
10366,Project name 10366,3653,Alcoholic beverages,Active,2020-06-26T05:00:00.000Z,2020-08-13T05:00:00.000Z
10367,Project name 10367,1432,Grooming products,Presales,2020-09-29T05:00:00.000Z,2021-03-12T05:00:00.000Z
10368,Project name 10368,3459,Seafood,Closed,2019-02-08T05:00:00.000Z,2019-08-14T05:00:00.000Z
10369,Project name 10369,4504,Olive oil,Cancelled,2019-11-01T05:00:00.000Z,2020-03-25T05:00:00.000Z
10370,Project name 10370,1949,Decorations,Presales,2020-10-05T05:00:00.000Z,2020-12-04T05:00:00.000Z
10371,Project name 10371,4448,Sauces,Cancelled,2018-09-04T05:00:00.000Z,2018-10-19T05:00:00.000Z
10372,Project name 10372,2088,Dairy,Active,2020-03-24T05:00:00.000Z,2020-10-14T05:00:00.000Z
10373,Project name 10373,2554,Cosmetics,Presales,2020-06-19T05:00:00.000Z,2020-06-23T05:00:00.000Z
10374,Project name 10374,56,Candies,Active,2020-06-02T05:00:00.000Z,2020-07-24T05:00:00.000Z
10375,Project name 10375,1430,Baby food,Presales,2020-09-18T05:00:00.000Z,2020-11-30T05:00:00.000Z
10376,Project name 10376,1917,Tomato sauce,Cancelled,2020-11-30T05:00:00.000Z,2021-04-22T05:00:00.000Z
10377,Project name 10377,4393,Medicines,Closed,2018-09-13T05:00:00.000Z,2019-02-04T05:00:00.000Z
10378,Project name 10378,2058,Bakery products,Closed,2019-12-11T05:00:00.000Z,2019-12-21T05:00:00.000Z
10379,Project name 10379,613,Canned Goods,Cancelled,2018-08-20T05:00:00.000Z,2019-01-15T05:00:00.000Z
10380,Project name 10380,3431,House-cleaning products,Presales,2020-07-22T05:00:00.000Z,2021-01-16T05:00:00.000Z
10381,Project name 10381,4912,Cereals,Presales,2020-10-05T05:00:00.000Z,2021-03-28T05:00:00.000Z
10382,Project name 10382,2122,Sweets,Closed,2018-09-28T05:00:00.000Z,2019-04-16T05:00:00.000Z
10383,Project name 10383,4243,Decorations,Cancelled,2019-04-10T05:00:00.000Z,2019-05-05T05:00:00.000Z
10384,Project name 10384,1922,Cereals,Closed,2020-03-28T05:00:00.000Z,2020-04-05T05:00:00.000Z
10385,Project name 10385,1324,Bottled waters,Closed,2019-09-22T05:00:00.000Z,2020-03-02T05:00:00.000Z
10386,Project name 10386,2902,Bakery products,Closed,2020-03-27T05:00:00.000Z,2020-05-29T05:00:00.000Z
10387,Project name 10387,3308,Toys,Closed,2018-04-27T05:00:00.000Z,2018-08-31T05:00:00.000Z
10388,Project name 10388,2324,Fish,Active,2020-06-27T05:00:00.000Z,2020-08-08T05:00:00.000Z
10389,Project name 10389,4428,Vegetables,Active,2020-07-30T05:00:00.000Z,2020-09-23T05:00:00.000Z
10390,Project name 10390,4454,Seafood,Active,2019-11-19T05:00:00.000Z,2020-02-08T05:00:00.000Z
10391,Project name 10391,4842,Baby food,Presales,2020-11-20T05:00:00.000Z,2021-05-03T05:00:00.000Z
10392,Project name 10392,766,Flour,Closed,2019-12-06T05:00:00.000Z,2020-02-18T05:00:00.000Z
10393,Project name 10393,786,Seafood,Closed,2019-12-21T05:00:00.000Z,2020-04-20T05:00:00.000Z
10394,Project name 10394,4529,Bottled waters,Closed,2019-06-26T05:00:00.000Z,2019-09-11T05:00:00.000Z
10395,Project name 10395,981,Medicines,Closed,2018-03-22T05:00:00.000Z,2018-04-14T05:00:00.000Z
10396,Project name 10396,4410,Medicines,Presales,2020-10-13T05:00:00.000Z,2021-04-19T05:00:00.000Z
10397,Project name 10397,3110,Bottled waters,Closed,2020-01-21T05:00:00.000Z,2020-05-29T05:00:00.000Z
10398,Project name 10398,2155,Decorations,Closed,2019-03-01T05:00:00.000Z,2019-06-02T05:00:00.000Z
10399,Project name 10399,753,Tomato sauce,Presales,2020-10-31T05:00:00.000Z,2021-01-14T05:00:00.000Z
10400,Project name 10400,4570,Dry Goods,Presales,2020-06-24T05:00:00.000Z,2020-12-19T05:00:00.000Z
10401,Project name 10401,1400,Eggs,Active,2020-10-17T05:00:00.000Z,2021-04-22T05:00:00.000Z
10402,Project name 10402,573,Medicines,Active,2020-01-20T05:00:00.000Z,2020-05-01T05:00:00.000Z
10403,Project name 10403,2281,Mustard,Cancelled,2019-04-06T05:00:00.000Z,2019-09-28T05:00:00.000Z
10404,Project name 10404,4315,Canned Goods,Active,2020-04-22T05:00:00.000Z,2020-09-30T05:00:00.000Z
10405,Project name 10405,3561,Pasta,Cancelled,2019-03-21T05:00:00.000Z,2019-05-20T05:00:00.000Z
10406,Project name 10406,1449,Vegetables,Presales,2020-12-09T05:00:00.000Z,2021-04-17T05:00:00.000Z
10407,Project name 10407,4624,Tomato sauce,Closed,2018-03-10T05:00:00.000Z,2018-09-16T05:00:00.000Z
10408,Project name 10408,1456,House-cleaning products,Closed,2018-09-14T05:00:00.000Z,2019-03-24T05:00:00.000Z
10409,Project name 10409,4176,White rice,Active,2020-08-20T05:00:00.000Z,2020-11-22T05:00:00.000Z
10410,Project name 10410,3430,Dishware,Cancelled,2019-08-09T05:00:00.000Z,2019-11-22T05:00:00.000Z
10411,Project name 10411,2306,Canned Goods,Cancelled,2019-02-21T05:00:00.000Z,2019-05-31T05:00:00.000Z
10412,Project name 10412,4892,House-cleaning products,Closed,2019-05-11T05:00:00.000Z,2019-07-09T05:00:00.000Z
10413,Project name 10413,4330,Paper Goods,Presales,2020-10-17T05:00:00.000Z,2021-02-02T05:00:00.000Z
10414,Project name 10414,3673,Ground turkey,Presales,2020-11-25T05:00:00.000Z,2021-04-02T05:00:00.000Z
10415,Project name 10415,3856,Olive oil,Cancelled,2018-06-01T05:00:00.000Z,2018-09-07T05:00:00.000Z
10416,Project name 10416,1133,Salmon,Presales,2020-12-02T05:00:00.000Z,2021-02-27T05:00:00.000Z
